,super_opeid,name_x,type_x,tier_x,iclevel_x,region_x,barrons,exp_instr_pc_2013,hbcu,ipeds_enrollment_2013,sticker_price_2013,public,grad_rate_150_p_2013,avgfacsal_2013,sat_avg_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,endowment_pc_2000,exp_instr_2012,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,k_median_nozero_adjusted,staircase_score,upward_mobility_score,downward_mobility_score,shoots_and_ladders,sticker_price_preds,tech_school,social_eliteness_score,UMS_prediction,rejection_rate_preds,LinReg_Predict_UM_Score,upward_mobility_bucket,um_bucket_level,um_bucket_pred_class,LogReg_Predicted_Class,um_bucket_pred_proba_class1,um_bucket_pred_proba_class2,um_bucket_pred_proba_class3,um_bucket_pred_proba_class4,um_bucket_pred_proba_class5,um_bucket_pred_class_knn,KNN_Predicted_Class,um_bucket_pred_proba_knn_class1,um_bucket_pred_proba_knn_class2,um_bucket_pred_proba_knn_class3,um_bucket_pred_proba_knn_class4,um_bucket_pred_proba_knn_class5,RF_Regressor_Predicted_UM_Score,Predicted_RF_Class,RF_Pred_Class1,RF_Pred_Class2,RF_Pred_Class3,RF_Pred_Class4,RF_Pred_Class5,RF_Regressor_Predicted,bang4buck
467,44,Contra Costa Community College District,1,9,2,4,999,2521.1577,0,35676,1298.0,1,0.34328358200000003,7839.2241,,8664.1543,,78.561615,91096690,0.16123503,0.10952908,0.13397142,1.6239851,10.181137,12.99188,55.965022999999995,2.8107433,6.620862,2.3110557000000003,7.4953156000000005,28839.221341023796,-0.238043411,0.7286297995833334,-0.6231795695833334,0.10545022999999998,1298.0,0,0.83542873,0.8217294279262574,0.30321376756500146,0.7981423895877444,Medium,3,2,2,0.007432408201712828,0.49696842587594775,0.48374230849056643,0.009279813392444804,0.002577044039328119,3,3,0.0,0.4,0.6,0.0,0.0,0.7434341750650857,3,0.0,0.03777777777777778,0.9611111111111111,0.0,0.0011111111111111111,0.7433508019936139,5.6134807363893175
468,3431,Converse College,2,6,1,3,3,6925.2827,0,746,16500.0,0,0.619354839,6284.0,1040.0,16974.0,0.4799,,8556706,0.012841091,0.10112359,0.020866773999999998,29.090908000000002,13.333332999999998,2.4242425,0.0,0.0,9.090909,46.060608,0.0,36317.39572736521,-0.290359743,0.6392916530833334,-0.64160178675,-0.0023101336666666583,16500.0,0,0.906209175,0.8217294279262574,0.4799,0.8618081694268857,Below Average,2,3,3,0.0031012746702724085,0.1558949230221097,0.6559954033782733,0.18241961240223553,0.002588786527109021,3,3,0.04,0.12,0.52,0.32,0.0,0.7156309673979439,3,0.025555555555555557,0.23777777777777778,0.53,0.1988888888888889,0.0077777777777777776,0.7529731819038121,0.3874494867171717
469,2710,Cooper Union For The Advancement Of Science & Art ,2,2,1,1,1,17806.188000000002,0,868,41400.0,0,0.824884793,11865.0,1375.0,12772.0,0.92259997,,17276940,0.24031891,0.042141229,0.060364466,36.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,53868.82829771555,-0.04777099800000001,1.4257271530833333,-0.3846368347083333,1.041090318375,41400.0,0,1.0870188699999999,0.8217294279262574,0.92259997,1.564651344154129,Best,5,5,5,0.00012946235037415534,0.002327970802980299,0.0655942254500647,0.03753189967671215,0.8944164417198688,5,5,0.0,0.0,0.0,0.2,0.8,1.4643126442171104,5,0.0022222222222222222,0.006666666666666667,0.03,0.14,0.8211111111111111,1.459772123705948,0.3443785393921095
470,2402,Copiah-Lincoln Community College,1,9,2,3,999,3981.655,0,3157,2455.0,1,0.270935961,4479.0,,3566.0,,,14050060,0.0031830240000000004,0.34323609,0.00265252,0.0,15.111939999999999,18.283583,47.014927,0.0,4.477612000000001,0.0,15.111939999999999,37456.24270711785,0.245121284,0.55521193,-0.6203108166666667,-0.06509888666666663,2455.0,0,0.3414457715,0.8217294279262574,0.2675003336112524,0.3927355153843605,Below Average,2,1,1,0.45278822857916673,0.41615207317065284,0.13003360856427357,0.0010099394097745126,1.61502761323108e-05,2,1,0.52,0.48,0.0,0.0,0.0,0.5229148348774328,1,0.8233333333333334,0.1622222222222222,0.014444444444444444,0.0,0.0,0.5121604788212207,2.261555723014257
471,35424,Copper Mountain College,1,9,2,4,999,3291.1963,0,1783,1108.0,1,0.44931505648051384,8489.0,,8272.0,,,,0.044659302000000005,0.06906077299999999,0.11832412,0.68965518,10.344828,4.1379309,49.655174,5.5172415,19.310345,8.965517,1.3793103999999998,24945.926459985585,0.18567646999999998,0.7002192354166666,-0.6587948508333332,0.04142438458333342,1108.0,0,0.37319715200000003,0.8217294279262574,0.2833920093037517,0.6125970831926334,Medium,3,2,2,0.10265497202696416,0.7370938562607228,0.15667043881286233,0.0029070033221517593,0.0006737295772990453,2,2,0.04,0.8,0.16,0.0,0.0,0.6598021465655743,3,0.06,0.23444444444444446,0.7044444444444444,0.0011111111111111111,0.0,0.6227131433568033,6.319668189681107
472,1339,Corban University,2,6,1,4,4,5153.2773,0,936,28640.0,0,0.54589372,5463.0,1017.5,19975.0,0.67750001,,5357144,0.010057472,0.00862069,0.022988506000000002,0.0,39.65517,0.0,15.517241,9.770114900000001,3.4482760000000003,31.609196,0.0,28125.000000000004,-0.27918709799999997,0.7464359283333333,-0.6858705908333333,0.06056533749999993,28640.0,0,0.72002644,0.8217294279262574,0.67750001,0.8332865322742062,Medium,3,3,3,0.04593749640600665,0.2926484781455061,0.4637846198170624,0.1926141319739669,0.005015273657457912,3,3,0.0,0.04,0.8,0.16,0.0,0.7821003143116206,3,0.0044444444444444444,0.09444444444444444,0.8511111111111112,0.04888888888888889,0.0011111111111111111,0.7706243431118333,0.26062706994878954
473,1856,Cornell College,2,6,1,2,3,8901.2412,0,1125,37500.0,0,0.67721519,6592.0,1185.0,11267.0,0.35890001,,10800035,0.010131712,0.026342452000000002,0.018237081999999998,23.5,3.5,0.0,9.0,0.0,25.5,38.5,0.0,55010.89324618737,-0.084620991,0.9907650183333334,-0.37530841425,0.6154566040833334,37500.0,0,0.9374233949999999,0.8217294279262574,0.35890001,1.0237732718656645,Medium,3,4,4,0.0034406147181959778,0.11526687600273132,0.33377194353235967,0.5275904771489474,0.019930088597765582,4,4,0.0,0.04,0.32,0.64,0.0,1.0049366540175102,3,0.0022222222222222222,0.03888888888888889,0.6966666666666667,0.24555555555555555,0.016666666666666666,1.0036908687291,0.26420400488888895
474,2711,Cornell University,2,1,1,1,1,21218.816000000003,0,14393,47286.0,0,0.93344426,13820.0,1420.0,9149.0,0.84439999,,431432992,0.19818637,0.042357713,0.058465578,10.249872,12.08567,1.5808262,4.3345232000000005,0.0,50.076492,21.672617000000002,0.0,63596.168017686075,-0.012226607999999951,1.6160219517499999,-0.27488745808333337,1.3411344936666665,47286.0,0,1.31994012,0.8217294279262574,0.84439999,1.6879952366771593,Best,5,5,5,2.4597970778261805e-05,0.0007079355410936292,0.015769404192651257,0.13312719340599308,0.8503708688894838,5,5,0.0,0.0,0.0,0.08,0.92,1.5942243663336575,5,0.0,0.0,0.0011111111111111111,0.01,0.9888888888888889,1.597389425505775,0.3417548432411284
475,2266,Cornerstone University,2,6,1,2,5,5260.1304,0,2200,25112.0,0,0.47619047600000003,5537.0,1057.0,15310.0,0.3193,,13911149,0.008165829,0.04648241,0.015075377,13.061224000000001,48.57143,0.40816328,2.0408163,8.9795923,0.81632656,26.122448000000002,0.0,39753.63941769317,-0.41351938,0.5331911863333333,-0.6614215841666667,-0.12823039783333345,25112.0,0,0.7927221799999999,0.8217294279262574,0.3193,0.8158684003990636,Below Average,2,3,3,0.019797973787360094,0.13590296203374994,0.6760937843881308,0.16404126958026555,0.004164010210493623,3,3,0.0,0.24,0.64,0.12,0.0,0.627648479575356,2,0.015555555555555555,0.68,0.27555555555555555,0.023333333333333334,0.005555555555555556,0.6271778691676085,0.2123252573802697
476,2863,Corning Community College - SUNY Office Of Community Colleges,1,9,2,1,999,3482.8098,0,4929,4700.0,1,0.254612546,5748.0,,4717.0,,273.45169,18158577,0.006967023,0.023920111,0.005805851999999999,0.0,18.019257,4.8143053,41.953232,14.305365,18.294361,0.0,2.6134801,25644.804716285926,-0.006150550000000005,0.5908021370833334,-0.5137281779166667,0.0770739591666667,4700.0,0,0.507768864,0.8217294279262574,0.24804799847500017,0.5789478882161533,Below Average,2,2,2,0.09511891726931951,0.6576304753631662,0.24582275124908248,0.0011158264942778267,0.0003120296241539191,2,2,0.12,0.72,0.16,0.0,0.0,0.5813306595655086,2,0.03111111111111111,0.9366666666666666,0.03111111111111111,0.0011111111111111111,0.0,0.5822318364452858,1.2570258235815603
477,12315,Cornish College Of The Arts,2,8,1,4,9,14870.643,0,775,35800.0,0,0.468208092,6171.0,,31163.0,0.40830001,,11742771,0.034700315,0.023659306,0.034700315,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24383.561643835616,-0.49052132300000006,0.5316310664583334,-0.7407936558333333,-0.20916258937499999,35800.0,0,0.87260698,0.8217294279262574,0.40830001,0.6365849055382111,Below Average,2,3,3,0.19625697773736622,0.15183525379283,0.5665950865046377,0.08530662386164063,6.058103525415655e-06,2,3,0.16,0.36,0.4,0.08,0.0,0.5935657388246376,3,0.15222222222222223,0.17888888888888888,0.47333333333333333,0.15888888888888889,0.03666666666666667,0.6065888791711537,0.1485002978933892
478,22209,Cossatot Community College Of The University Of Arkansas,1,9,2,3,999,3298.3718,0,1597,2647.0,1,0.222222222,4802.0,,4760.0,,89.026993,5540617,0.003680982,0.098159507,0.04417178,0.0,35.643566,15.841584,19.801981,0.0,3.9603961,0.0,24.752476,29638.009049773755,0.22337044,0.45121916649999994,-0.5316297554166667,-0.08041058891666675,2647.0,0,0.23111092099999997,0.8217294279262574,0.26524622181250235,0.39286736850579335,Worst,1,1,1,0.4603384673278005,0.44016670829248616,0.09812783645560834,0.0012933009960118909,7.368692809325652e-05,1,1,0.52,0.44,0.04,0.0,0.0,0.44601087907388065,1,0.91,0.07888888888888888,0.011111111111111112,0.0,0.0,0.42406897678412364,1.7046436210804683
479,7729,County College Of Morris,1,9,2,1,999,3321.9028,0,8447,7870.0,1,0.22269676600000002,7609.0,,4576.0,,100.50069,29162774,0.058466977999999996,0.034726609,0.08978406300000001,3.4412955999999997,27.732794000000002,9.7165995,41.700404999999996,6.3765182000000005,8.6032391,1.6194332,0.80971658,33469.38775510204,-0.294920913,0.7605905504166668,-0.5047013508333333,0.25588919958333345,7870.0,0,1.0000064850000001,0.8217294279262574,0.29835308926833437,0.8507044035666659,Medium,3,2,2,0.007009975120640288,0.6024045741251938,0.3689766332944927,0.006821654865990424,0.01478716259368284,3,3,0.04,0.44,0.52,0.0,0.0,0.7597489029080434,3,0.0044444444444444444,0.08222222222222222,0.9088888888888889,0.0044444444444444444,0.0,0.7518347035224795,0.966442884900466
480,3484,Covenant College,2,6,1,3,3,7090.7637,0,1104,30160.0,0,0.580756014,6841.0,1165.0,15101.0,0.4296,,7738860,0.010242086,0.032588456,0.027001861000000002,7.7881618,51.401871,0.0,6.230529799999999,4.0498443,5.2959499,25.233644,0.0,42214.912280701756,-0.38194812599999994,0.9676120433333334,-0.7428625129166666,0.2247495304166668,30160.0,0,0.9315680150000001,0.8217294279262574,0.4296,0.9521562487683388,Medium,3,3,3,0.01489177048363059,0.10170022952229646,0.4581447527921286,0.38619202287008036,0.03907122433186403,3,3,0.0,0.2,0.64,0.16,0.0,0.9565860073015391,3,0.0011111111111111111,0.06555555555555556,0.7277777777777777,0.19111111111111112,0.014444444444444444,0.9521628594684718,0.3208262743147657
481,1902,Cowley County Community College & Area Vocational Technical Schoo,1,9,2,2,999,1996.8456,0,3888,2790.0,1,0.28657799300000003,5547.0,,8409.0,,573.3901400000001,8046910,0.030105369,0.036628198,0.028349223,5.7195573,23.985241000000002,2.9520294999999996,10.885609,5.9040594,16.051661,16.605165,17.896679000000002,36789.29765886287,-0.24001272199999996,0.58619164125,-0.5709898312499999,0.015201810000000093,2790.0,1,0.6406230215,0.8217294279262574,0.3076798856850021,0.6441586832662738,Below Average,2,2,2,0.05723331205740638,0.6741612865900503,0.2607785871732103,0.005581916860804605,0.0022448973185285512,2,2,0.36,0.52,0.12,0.0,0.0,0.5933470568982168,2,0.05555555555555555,0.8877777777777778,0.05444444444444444,0.0022222222222222222,0.0,0.6005767501149739,2.101045309139785
482,7549,Coyne College,3,11,2,2,999,4615.562,0,590,,0,0.562052506,4358.0,,19822.0,,,3832968,0.012121212,0.35151514,0.41818181,0.0,0.0,0.0,0.0,0.0,5.2192068,0.0,94.780792,36781.6091954023,0.45257855299999994,0.7826330716666666,-0.60490354,0.1777295316666666,7984.6,0,0.240352754,0.48172032780755625,0.07670607324374988,0.5033034909170111,Medium,3,1,1,0.5291066588571388,0.18504756364331418,0.22983809924627713,0.05168469808135295,0.004322980171917161,1,1,0.44,0.24,0.2,0.08,0.04,0.6870442860141319,3,0.21,0.10333333333333333,0.6822222222222222,0.0044444444444444444,0.0,0.48864757448159546,0.980178182584809
483,6799,Craven Community College,1,9,2,3,999,3344.2124,0,3376,1847.0,1,0.123674912,5578.0,,4543.0,,506.77117999999996,11568060,0.013131715,0.24791086,0.041782729,0.0,22.123894,20.132744,31.858408,13.053098,4.2035398,1.1061947,7.5221238,37127.65957446809,0.10872485999999998,0.643484195,-0.5223267879166666,0.12115740708333333,1847.0,0,0.440572803,0.8217294279262574,0.12707494113750034,0.421736915094442,Below Average,2,2,2,0.3834965099819473,0.43214769189592134,0.1834345472046863,0.0008810676746375282,4.0183242807251455e-05,2,2,0.36,0.64,0.0,0.0,0.0,0.5952305455514721,2,0.16555555555555557,0.7955555555555556,0.03777777777777778,0.0011111111111111111,0.0,0.5264281256829315,3.483942582566324
484,2542,Creighton University,2,6,1,2,3,13949.988000000001,0,4076,35360.0,0,0.7592397040000001,9081.0,1182.5,20492.0,0.2335,,125937743,0.09747675800000001,0.032934926,0.035325367,6.6125288,17.053364000000002,25.754061,3.4802785000000003,2.0881672,25.870070000000002,19.141531,0.0,64737.4062165059,-0.05510651499999998,1.4437168325,-0.2478860010833333,1.1958308314166668,35360.0,0,1.226778095,0.8217294279262574,0.2335,1.3389913094848744,Best,5,5,5,0.00042696999244651925,0.00392463174060159,0.11312621183076685,0.38687275644323155,0.4956494299929536,5,5,0.0,0.0,0.16,0.32,0.52,1.3950583636337157,5,0.0011111111111111111,0.005555555555555556,0.07777777777777778,0.4033333333333333,0.5122222222222222,1.399548043635433,0.40829095941742083
485,25964,Crimson Technical College,3,11,2,4,999,6492.1802,0,458,,0,0.7568807340000001,6917.382126221801,,20230.0,,,2716053,0.17433414,0.20338982,0.36319613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30857.966834895462,0.717278551,1.16288430375,-0.4691819672916667,0.6937023364583333,7739.866666666667,1,0.2900535765,0.48172032780755625,0.15799583228351208,0.6673423963294013,Good,4,1,1,0.5057694575351708,0.05906058333124224,0.1666896480674979,0.10736934343829951,0.16111096762778945,2,1,0.48,0.32,0.12,0.04,0.04,0.9516935404189797,1,0.4388888888888889,0.2511111111111111,0.2911111111111111,0.014444444444444444,0.0044444444444444444,0.5648581171451027,1.5024603831461352
486,2459,Crowder College,1,9,2,2,999,3311.1174,0,5845,3048.0,1,0.22156398100000002,5097.0,,4456.0,,239.99884,11133779,0.005235602,0.006980803000000001,0.020942409,1.6129031999999999,7.258064699999999,8.8709679,26.881721000000002,1.0752688999999997,11.290322,6.7204299,36.290321,31531.53153153153,0.11495267599999999,0.49506719679166666,-0.59536506625,-0.1002978694583333,3048.0,0,0.292813169,0.8217294279262574,0.26878483070791853,0.4608307982948996,Worst,1,2,2,0.2085629083115258,0.6077293885763265,0.1816262204109791,0.001968426708520105,0.00011305599264855982,2,2,0.2,0.64,0.12,0.04,0.0,0.5208021311189485,2,0.31,0.5177777777777778,0.17222222222222222,0.0,0.0,0.5710151569085049,1.624236209946413
487,2383,Crown College,2,8,1,2,999,2503.2671,0,1139,23180.0,0,0.552238806,4584.0,965.0,18210.0,0.44999999,,3319780,0.024943311,0.019274376,0.011337868999999999,3.0487804,24.390244,0.0,6.7073174,23.170732,12.195122,30.487803999999997,0.0,35566.50246305419,-0.15568789500000002,0.6876784704166666,-0.630459525,0.05721894541666661,23180.0,0,0.6055674835,0.8217294279262574,0.44999999,0.720442262927659,Below Average,2,2,2,0.06776758678265067,0.7072857984614027,0.19125301533320854,0.030160858509280103,0.003532740913457909,3,3,0.0,0.24,0.68,0.08,0.0,0.673302181153045,2,0.056666666666666664,0.8433333333333334,0.08888888888888889,0.01,0.0011111111111111111,0.6754965529873687,0.296668882837216
488,1192,Cuesta College,1,9,2,4,999,2755.5886,0,9256,1234.0,1,0.331506849,7169.0,,9788.0,,,29600283,0.041280538,0.015269587,0.11699663,0.74937552,7.9100747,27.310574,57.368857999999996,0.66611159,2.3313906,0.66611159,2.9975019,27469.358327325168,-0.22004662999999997,0.70177072375,-0.64295021875,0.05882050500000002,1234.0,0,0.7913372350000001,0.8217294279262574,0.29057156127625117,0.6873138570387541,Medium,3,2,2,0.03656377249984102,0.695694309514254,0.2608345012300893,0.006037343891913438,0.0008700728639023194,2,2,0.0,0.76,0.24,0.0,0.0,0.6976608944578615,3,0.025555555555555557,0.18555555555555556,0.7844444444444445,0.0044444444444444444,0.0,0.7039809727801121,5.686958863452189
489,7304,Culinary Institute Of America,2,8,1,1,999,18713.281000000003,0,2814,28240.0,0,0.44931505648051384,7692.0,,27253.0,0.1033,,50254855,0.032544378,0.026134122000000003,0.036982249,0.0,6.8728523,0.0,0.0,0.0,0.0,0.0,93.127151,33308.76934414149,-0.18672950100000002,1.0235229983333334,-0.43443718337500004,0.5890858149583333,28240.0,0,1.03378848,0.8217294279262574,0.1033,0.9885510193759983,Good,4,5,5,0.02742099585640579,0.05073360062171342,0.11320611998243377,0.38368684468907677,0.42495243885037026,1,1,0.36,0.28,0.16,0.16,0.04,0.888812452459564,4,0.10333333333333333,0.08888888888888889,0.08666666666666667,0.7,0.021111111111111112,0.9343415995517081,0.36243732235599624
490,2460,Culver-Stockton College,2,6,1,2,4,5637.9702,0,830,24050.0,0,0.445544554,5609.0,960.0,12948.0,0.40740001,,4193883,0.00365408,0.035322778,0.018270401000000002,7.5268822,19.892473000000003,10.752688000000001,1.6129031999999999,5.913978599999999,8.6021509,45.698925,0.0,45945.94594594595,0.050877176999999996,0.8367014879166668,-0.3242601663333333,0.5124413215833334,24050.0,0,0.6974393560000001,0.8217294279262574,0.40740001,0.8187430794505419,Medium,3,3,3,0.01039106234982544,0.235113468994313,0.5804892822138588,0.17078148202911297,0.003224704412889762,3,3,0.0,0.16,0.68,0.16,0.0,0.8111754606784587,3,0.01,0.11,0.8655555555555555,0.014444444444444444,0.0,0.8240096571825059,0.3479008265765766
491,2601,Cumberland County College,1,9,2,1,999,2976.532,0,3919,4590.0,1,0.208536585,6752.0,,7415.0,,774.26031,11484651,0.011700183000000001,0.16234003,0.14076783,0.0,16.5625,14.0625,50.0,10.3125,3.75,3.4375,1.875,29795.918367346938,0.13593847,0.7485827945833333,-0.51434596,0.23423683458333333,4590.0,0,0.49735765749999994,0.8217294279262574,0.31976526737541705,0.5914835482560623,Medium,3,2,2,0.07660960486292481,0.6694292043107835,0.2519095787675347,0.0017802043740258206,0.0002714076847311179,2,2,0.12,0.6,0.28,0.0,0.0,0.7014661843265485,3,0.02,0.31777777777777777,0.6622222222222223,0.0,0.0,0.6978904242734544,1.6308993346042122
492,3485,Cumberland University,2,6,1,3,4,5866.0186,0,1269,20200.0,0,0.37142857100000004,5864.0,975.0,14833.0,0.52700001,,7668285,0.0032085559999999996,0.10267380000000001,0.018181818,5.2631578,25.146198000000002,12.865497,4.0935673999999995,8.187134700000001,2.9239767000000003,41.520466,0.0,43463.687150837985,0.19896916300000003,0.7976760033333333,-0.41609637375,0.3815796295833333,20200.0,0,0.6052793165,0.8217294279262574,0.52700001,0.7230048584366363,Medium,3,3,3,0.03586532463860332,0.2798094021664757,0.6037746503461755,0.07961467030110853,0.0009359525476369608,3,3,0.0,0.28,0.68,0.04,0.0,0.78385711935572,3,0.006666666666666667,0.06444444444444444,0.9122222222222223,0.016666666666666666,0.0,0.787452789075158,0.3948891105610561
493,2143,Curry College,2,6,1,1,4,8274.1074,0,2849,35415.0,0,0.450155763,8319.0,950.0,25775.0,0.3308,,24402070,0.010369702,0.051848512,0.029756537000000003,2.8629856,13.905930999999999,19.427402,0.20449898,39.263805,0.81799591,23.517382,0.0,31689.088191330342,-0.211203532,0.9776932091666667,-0.47938488,0.4983083291666667,35415.0,0,1.043708055,0.8217294279262574,0.3308,1.0308949881609868,Medium,3,3,3,0.0072262663303922095,0.0745711125261009,0.5513510110920162,0.2693319997305914,0.0975196103208993,3,3,0.0,0.16,0.48,0.28,0.08,1.0115054309675586,3,0.0,0.023333333333333334,0.7455555555555555,0.15,0.0811111111111111,1.0119868958980454,0.27606754459033367
494,3040,Cuyahoga Community College,1,9,2,2,999,3439.1011,0,27910,3953.0,1,0.044124699999999996,8057.0,,5550.0,,,98792788,0.02003279,0.27851215,0.027513064,0.81967211,12.232031,31.778057,37.263557,5.2963428,9.5208073,2.522068,0.56746531,33189.6551724138,0.010526850000000032,0.46495128500000005,-0.5882532329166666,-0.1233019479166666,3953.0,0,0.45709685749999995,0.8217294279262574,0.1533112353693753,0.49808978637647594,Worst,1,2,2,0.13742589102726435,0.620570077472703,0.24101626753597002,0.0009312198545120357,5.654410955046719e-05,2,2,0.28,0.64,0.08,0.0,0.0,0.4978032459230703,1,0.7755555555555556,0.19,0.034444444444444444,0.0,0.0,0.5655730212985602,1.1761985454085504
495,5594,D G Erwin Technical Center,1,9,2,3,999,6072.9829,0,840,2602.0,1,0.62116041,6917.382126221801,,14349.0,,,5945788,0.021101993,0.28487691,0.1641266,1.911589,28.076464,39.0681,0.0,0.0,8.2437277,0.0,22.700119,29726.99696663296,0.185573084,0.5208544750833333,-0.7475708466666666,-0.22671637158333335,2602.0,1,0.3256871675,0.8217294279262574,0.3048155470312512,0.6480501894044262,Below Average,2,1,1,0.6548245155631697,0.24764665999256608,0.05455673965060974,0.0273661032902446,0.015605981503410025,2,1,0.56,0.44,0.0,0.0,0.0,0.5050516467057302,1,0.6788888888888889,0.26666666666666666,0.05333333333333334,0.0011111111111111111,0.0,0.46703678932325104,2.001746637522418
496,2712,D'Youville College,2,6,1,1,4,7429.9287,0,2023,23562.0,0,0.411214953,6071.0,1015.0,11575.0,0.20919999,,22109871,0.022540982999999997,0.10245901,0.034836065,2.7777777,6.25,79.166664,0.0,2.7777777,1.7361112,7.2916669999999995,0.0,35814.29624170966,0.23901899999999995,0.9597870441666667,-0.2146560116666667,0.7451310325,23562.0,0,0.6551598679999999,0.8217294279262574,0.20919999,0.8732442587530475,Medium,3,3,3,0.06472081931103232,0.07557498150135741,0.5733147026474635,0.2638494227803361,0.022540073759810663,3,3,0.04,0.12,0.44,0.32,0.08,0.9162685628473625,3,0.0077777777777777776,0.04888888888888889,0.8744444444444445,0.06222222222222222,0.006666666666666667,0.9087591716159763,0.4073453205019382
497,4996,Dabney S Lancaster Community College,1,9,2,3,999,2711.4607,0,1312,3324.0,1,0.271676301,6267.0,,2326.0,,,5276464,0.00550585,0.041982107000000005,0.006194081,0.0,26.086956,35.403728,18.012423000000002,3.7267082,16.770187,0.0,0.0,32745.098039215685,0.10046961700000001,0.53988683575,-0.5040781597499999,0.03580867600000004,3324.0,0,0.429408109,0.8217294279262574,0.2638275245200024,0.5412228666854697,Below Average,2,2,2,0.3250254901277358,0.5758618905421128,0.09673304108299968,0.00170492584773402,0.000674652399417728,2,2,0.48,0.52,0.0,0.0,0.0,0.5245115224611361,2,0.16333333333333333,0.8244444444444444,0.012222222222222223,0.0,0.0,0.5311377515883708,1.624208290463297
498,2808,Daemen College,2,6,1,1,4,6043.3037,0,2156,24990.0,0,0.49307479200000004,5947.0,,10515.0,0.51359999,,17421287,0.029359952999999998,0.11450382,0.009395185,2.4305553,5.902777700000001,71.180557,2.4305556,0.69444442,1.7361112,15.625,0.0,32498.15770081061,0.105014586,0.8057953316666667,-0.318026673875,0.4877686577916667,24990.0,0,0.715452324,0.8217294279262574,0.51359999,0.9322815849810291,Medium,3,3,3,0.031017122886472327,0.12364774510567204,0.5152389865325173,0.28528906193964426,0.04480708353569408,3,3,0.04,0.12,0.48,0.32,0.04,0.8273373474910375,3,0.008888888888888889,0.058888888888888886,0.8644444444444445,0.06555555555555556,0.0022222222222222222,0.8146759111726302,0.3224471115112712
499,2995,Dakota College At Bottineau,1,9,2,2,999,2543.1074,0,793,4098.0,1,0.44931505648051384,4437.0,,7401.0,,,,0.0022222220000000003,0.011111111000000002,0.006666666999999999,0.0,24.431818,8.522727,43.181816,0.0,23.863636,0.0,0.0,39412.36068895643,0.39742253599999994,0.7252028258333334,-0.31882617179166667,0.40637665404166673,4098.0,0,0.33563370700000006,0.8217294279262574,0.296545656982502,0.5519809138959915,Medium,3,2,2,0.19968861041290303,0.6544762865940775,0.14386701843544528,0.0017098001237088743,0.0002582844338652755,2,2,0.28,0.56,0.16,0.0,0.0,0.6577447823390759,3,0.18777777777777777,0.16444444444444445,0.6477777777777778,0.0,0.0,0.6528462806175128,1.7696506242882708
500,3560,Dallas Baptist University,2,6,1,3,3,5453.5059,0,3435,23650.0,0,0.551829268,7607.0,1108.5,17806.0,0.57700002,,27823112,0.01661442,0.20564264,0.068652041,7.9389315,44.427483,0.61068702,22.748091,7.480916000000001,4.1221375,12.519084,0.15267175,48411.829134720705,-0.179239777,0.7734057695833334,-0.5484549795833333,0.22495079000000007,23650.0,0,0.840719505,0.8217294279262574,0.57700002,0.9177625277844359,Medium,3,3,3,0.017431389718734213,0.12979132865818505,0.6705615137836632,0.1696024137275688,0.012613354111848708,3,3,0.0,0.08,0.8,0.12,0.0,0.8347604182637203,3,0.0011111111111111111,0.03111111111111111,0.8477777777777777,0.11333333333333333,0.006666666666666667,0.8329271748888971,0.3270214670542636
501,31,Dallas County Community College District,1,9,2,3,999,1945.1814,0,83744,3015.0,1,0.079608412,6784.834,,6465.6743,,,23875831.73,0.08452204599999999,0.20915458,0.17967841,1.2825211,26.639795,12.458776,37.669476,3.1513376,9.820447,2.0153901999999997,6.9622574,39978.09419496167,0.11748428,0.6745041829166666,-0.5607827758333334,0.11372140708333323,3015.0,0,0.540172986,0.8217294279262574,0.27245782699708515,0.5554729722766122,Below Average,2,2,2,0.016808124392260156,0.5972338977581604,0.382321181130872,0.003618727355841425,1.8069362866088308e-05,2,2,0.08,0.52,0.4,0.0,0.0,0.6682414031265607,2,0.01,0.88,0.11,0.0,0.0,0.6640706348148612,2.23716146904367
502,3956,Dalton State College,1,7,1,3,999,3135.8394,0,5015,3355.0,1,0.23275862100000003,5160.0,,4611.0,,2815.4976,16450522,0.011475933,0.024226968999999998,0.024864521,0.0,19.827587,22.413794,46.551722999999996,0.0,7.183908,0.0,4.0229883,36842.10526315789,0.02895732000000001,0.6103069266666667,-0.5183256008333333,0.0919813258333334,3355.0,0,0.47355748299999995,0.8217294279262574,0.32935501776250115,0.5708184884982183,Below Average,2,2,2,0.08593592323479035,0.7028316826293197,0.20176486400854346,0.009363400455015637,0.00010412967233083467,2,2,0.24,0.68,0.04,0.04,0.0,0.5966425575161716,2,0.034444444444444444,0.95,0.015555555555555555,0.0,0.0,0.598786106629197,1.8190966517635372
